C(at%),Al(at%),V(at%),Cr(at%),Mn(at%),Fe(at%),Co(at%),Ni(at%),Cu(at%),Mo(at%),Config_Entropy,(0-T)*Entropy,Enthalpy_FCC,Hom_Temp(K),R(%),Anneal_Temp(K),Anneal_Time(h),grain(um),melting point(C),G_RT_FCC,H_RT_FCC,phase_fraction_fcc,phase_fraction_bcc,second_phase_fraction,CR(%),YS(Mpa)
0,0,0,20,20,40,0,20,0,0,11.07573654,-3300.569489,-9127.736937,1473,0,923,0.166666667,12.89144928,1295.54,-9116.6612,3295.7864,0.227,0.773,0,0,350
0,0,0,20,20,40,0,20,0,0,11.07573654,-3300.569489,-9127.736937,1473,0,923,0.166666667,12.89144928,1295.54,-9116.6612,3295.7864,0.227,0.773,0,50,350
0,0,0,20,20,40,0,20,0,0,11.07573654,-3300.569489,-9116.6612,1473,0,923,0.166666667,12.89144928,1295.54,-9116.6612,3295.7864,0.227,0.773,0,70,350
0,0,0,20,20,40,0,20,0,0,11.07573654,-3300.569489,-9116.6612,1473,50,923,0.166666667,12.89144928,1295.54,-9116.6612,3295.7864,0.227,0.773,0,0,740
0,0,0,20,20,40,0,20,0,0,11.07573654,-3300.569489,-9116.6612,1473,50,923,0.166666667,12.89144928,1295.54,-9116.6612,3295.7864,0.227,0.773,0,50,740
0,0,0,20,20,40,0,20,0,0,11.07573654,-3300.569489,-9116.6612,1473,50,923,0.166666667,12.89144928,1295.54,-9116.6612,3295.7864,0.227,0.773,0,70,740
0,0,0,20,20,40,0,20,0,0,11.07573654,-3300.569489,-9116.6612,1473,70,923,0.166666667,12.89144928,1295.54,-9116.6612,3295.7864,0.227,0.773,0,0,1000
0,0,0,20,20,40,0,20,0,0,11.07573654,-3300.569489,-9116.6612,1473,70,923,0.166666667,12.89144928,1295.54,-9116.6612,3295.7864,0.227,0.773,0,50,1000
0,0,0,20,20,40,0,20,0,0,11.07573654,-3300.569489,-9116.6612,1473,70,923,0.166666667,12.89144928,1295.54,-9116.6612,3295.7864,0.227,0.773,0,70,1000
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,0,0,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1360
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,0,0,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1360
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,0,0,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1360
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,0,0,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1360
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,0,0,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1360
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,0,0,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1360
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,0,0,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,1360
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,0,0,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,1360
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,0,0,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,1360
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,0,0,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,1360
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,973,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1070
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,973,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1070
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,973,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1070
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,973,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1070
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,973,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1070
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,973,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,1070
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,973,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,1070
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,973,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,1070
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,973,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,1070
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,973,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,1070
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1073,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,720
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1073,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,720
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1073,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,720
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1073,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,720
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1073,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,720
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1073,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,720
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1073,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,720
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1073,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,720
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1073,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,720
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1073,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,720
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1173,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,570
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1173,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,570
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1173,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,570
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1173,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,570
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1173,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,570
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1173,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,570
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1173,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,570
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1173,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,570
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1173,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,570
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1173,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,570
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1373,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,380
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1373,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,380
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1373,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,380
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1373,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,380
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1373,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,380
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1373,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,80,380
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1373,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,380
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1373,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,380
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1373,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,380
1,0,0,19.8,19.8,19.8,19.8,19.8,0,0,13.71265489,-4086.371158,-9987.5304,1273,80,1373,0.5,12.89144928,1204.42,-9987.5304,600.68172,0.24,0.715,0.045,91,380
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,92,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,80,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,60,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,88,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,88,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,88,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,0,0,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,66,1417
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,92,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,80,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,60,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,88,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,88,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,88,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,873,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,66,1658
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,92,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,78,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,80,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,60,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,90,1258
0,0,0,33.3333,0,0,33.3333,33.3333,0,0,9.133861748,-2721.890801,-10024.758,1373,78,923,0.5,12.89144928,1412.23,-10024.758,624.19017,0.625,0.375,0,88,1258
